case,category,process,label,type,name,index,phase,min_index,max_index,parameter_scale,min_arith,max_arith,init_arith_value,final_arith_value,min_param,max_param,init_param_value,final_param_value,stdv
22_03d5p,selectivity,selectivity,ln(z50) for TCF selectivity (males), param_init_bounded_number,pS1[8],1,1,1,1, ARITHMETIC,4,5,4.83755350801,4.84574444456,4,5,4.83755350801,4.84574444456,0.0059436
22_03d5p,selectivity,selectivity,z50 for TCF selectivity (females), param_init_bounded_number,pS1[9],1,1,1,1, ARITHMETIC,80,150,92.8986467737,95.391202701,80,150,92.8986467737,95.391202701,2.8832
22_03d5p,selectivity,selectivity,"ascending z-at-1 for SCF selectivity (males, pre-1997)", param_init_bounded_number,pS1[10],1,2,1,1, ARITHMETIC,80,180,160.332830294,160.714620417,80,180,160.332830294,160.714620417,0.83558
22_03d5p,selectivity,selectivity,"ascending z-at-1 for SCF selectivity (males, 1997-2004)", param_init_bounded_number,pS1[11],1,2,1,1, ARITHMETIC,80,180,119.671097472,118.407521527,80,180,119.671097472,118.407521527,6.2019
22_03d5p,selectivity,selectivity,"ascending z-at-1 for SCF selectivity (males, 2005+)", param_init_bounded_number,pS1[12],1,2,1,1, ARITHMETIC,80,180,125.307311593,124.795082043,80,180,125.307311593,124.795082043,1.1349
22_03d5p,selectivity,selectivity,"ascending z50 for SCF selectivity (females, pre-1997)", param_init_bounded_number,pS1[13],1,2,1,1, ARITHMETIC,50,150,81.2782202251,78.6716422176,50,150,81.2782202251,78.6716422176,3.9002
22_03d5p,selectivity,selectivity,"ascending z50 for SCF selectivity (females, 1997-2004)", param_init_bounded_number,pS1[14],1,2,1,1, ARITHMETIC,50,120,72.8496558757,72.1259628826,50,120,72.8496558757,72.1259628826,3.9213
22_03d5p,selectivity,selectivity,"ascending z50 for SCF selectivity (females, 2005+)", param_init_bounded_number,pS1[15],1,2,1,1, ARITHMETIC,50,120,100.935807922,94.5033520276,50,120,100.935807922,94.5033520276,6.3288
22_03d5p,selectivity,selectivity,"z50 for GF.AllGear selectivity (males, pre-1987)", param_init_bounded_number,pS1[16],1,2,1,1, ARITHMETIC,40,180,61.7432478689,61.1818459449,40,180,61.7432478689,61.1818459449,2.895
22_03d5p,selectivity,selectivity,"z50 for GF.AllGear selectivity (males, 1987-1996)", param_init_bounded_number,pS1[17],1,2,1,1, ARITHMETIC,40,180,72.5000460984,69.6020273641,40,180,72.5000460984,69.6020273641,6.4008
22_03d5p,selectivity,selectivity,"z50 for GF.AllGear selectivity (males, 1997+)", param_init_bounded_number,pS1[18],1,2,1,1, ARITHMETIC,40,180,97.2437595716,95.9556794551,40,180,97.2437595716,95.9556794551,2.4032
22_03d5p,selectivity,selectivity,"z50 for GF.AllGear selectivity (females, pre-1987)", param_init_bounded_number,pS1[19],1,2,1,1, ARITHMETIC,25,180,44.5688080139,44.7642946878,25,180,44.5688080139,44.7642946878,1.7268
22_03d5p,selectivity,selectivity,"z50 for GF.AllGear selectivity (females, 1987-1996)", param_init_bounded_number,pS1[20],1,2,1,1, ARITHMETIC,25,180,41.3868619174,41.233899381,25,180,41.3868619174,41.233899381,2.0175
22_03d5p,selectivity,selectivity,"z50 for GF.AllGear selectivity (females, 1997+)", param_init_bounded_number,pS1[21],1,2,1,1, ARITHMETIC,25,180,86.2846969709,85.3594224983,25,180,86.2846969709,85.3594224983,2.9107
22_03d5p,selectivity,selectivity,"size at 1 for RKF selectivity (males, pre-1997)", param_init_bounded_number,pS1[22],1,-3,1,1, ARITHMETIC,95,180,179.9,179.9,95,180,179.9,179.9,NA
22_03d5p,selectivity,selectivity,"size at 1 for RKF selectivity (males, 1997-2004)", param_init_bounded_number,pS1[23],1,-3,1,1, ARITHMETIC,95,180,179.9,179.9,95,180,179.9,179.9,NA
22_03d5p,selectivity,selectivity,"size at 1 for RKF selectivity (males, 2005+)", param_init_bounded_number,pS1[24],1,-3,1,1, ARITHMETIC,95,180,179.9,179.9,95,180,179.9,179.9,NA
22_03d5p,selectivity,selectivity,"size at 1 for RKF selectivity (females, pre-1997)", param_init_bounded_number,pS1[25],1,-3,1,1, ARITHMETIC,100,140,139.9,139.9,100,140,139.9,139.9,NA
22_03d5p,selectivity,selectivity,"size at 1 for RKF selectivity (females, 1997-2004)", param_init_bounded_number,pS1[26],1,3,1,1, ARITHMETIC,100,140,136.174373358,130.498410098,100,140,136.174373358,130.498410098,33.975
22_03d5p,selectivity,selectivity,"size at 1 for RKF selectivity (females, 2005+)", param_init_bounded_number,pS1[27],1,3,1,1, ARITHMETIC,100,140,134.765927606,131.882742199,100,140,134.765927606,131.882742199,20.595
22_03d5p,selectivity,selectivity,z50 for TCF retention (2005-2009), param_init_bounded_number,pS1[28],1,1,1,1, ARITHMETIC,85,160,137.640173201,137.695357411,85,160,137.640173201,137.695357411,0.25313
22_03d5p,selectivity,selectivity,z50 for TCF retention (2013+), param_init_bounded_number,pS1[29],1,1,1,1, ARITHMETIC,85,160,125.085636363,124.950804757,85,160,125.085636363,124.950804757,0.64314
22_03d5p,selectivity,selectivity,"width for NMFS survey selectivity (males, pre-1982)", param_init_bounded_number,pS2[1],1,1,1,1, ARITHMETIC,10,100,64.1781765575,63.416392678,10,100,64.1781765575,63.416392678,2.181
22_03d5p,selectivity,selectivity,"width for NMFS survey selectivity (males, 1982+)", param_init_bounded_number,pS2[2],1,1,1,1, ARITHMETIC,10,100,84.9891152819,85.8389035677,10,100,84.9891152819,85.8389035677,2.4441
22_03d5p,selectivity,selectivity,"width for NMFS survey selectivity (females, pre-1982)", param_init_bounded_number,pS2[3],1,1,1,1, ARITHMETIC,10,100,40.3930160283,39.696171054,10,100,40.3930160283,39.696171054,1.9953
22_03d5p,selectivity,selectivity,"width for NMFS survey selectivity (females, 1982+)", param_init_bounded_number,pS2[4],1,1,1,1, ARITHMETIC,10,100,73.166130919,74.0895964898,10,100,73.166130919,74.0895964898,4.7342
22_03d5p,selectivity,selectivity,slope for TCF retention (pre-1991), param_init_bounded_number,pS2[5],1,1,1,1, ARITHMETIC,0.2,1,0.695897431337,0.655431361937,0.2,1,0.695897431337,0.655431361937,0.088892
22_03d5p,selectivity,selectivity,slope for TCF retention (1997+), param_init_bounded_number,pS2[6],1,1,1,1, ARITHMETIC,0.2,2,1.00445845344,0.775185892686,0.2,2,1.00445845344,0.775185892686,0.14027
22_03d5p,selectivity,selectivity,"slope for TCF selectivity (males, pre-1997)", param_init_bounded_number,pS2[7],1,1,1,1, ARITHMETIC,0.05,0.75,0.121183623165,0.119850194149,0.05,0.75,0.121183623165,0.119850194149,0.006191
22_03d5p,selectivity,selectivity,"slope for TCF selectivity (males, 1997+)", param_init_bounded_number,pS2[8],1,1,1,1, ARITHMETIC,0.1,0.4,0.172986683231,0.16908248833200001,0.1,0.4,0.172986683231,0.16908248833200001,0.0068018
22_03d5p,selectivity,selectivity,slope for TCF selectivity (females), param_init_bounded_number,pS2[9],1,1,1,1, ARITHMETIC,0.05,0.75,0.196098173397,0.182004544767,0.05,0.75,0.196098173397,0.182004544767,0.022786
22_03d5p,selectivity,selectivity,"ascending width for SCF selectivity (males, pre-1997)", param_init_bounded_number,pS2[10],1,2,1,1, ARITHMETIC,1,50,32.6501107461,32.0010905904,1,50,32.6501107461,32.0010905904,1.1473
22_03d5p,selectivity,selectivity,"ascending width for SCF selectivity (males, 1997-2004)", param_init_bounded_number,pS2[11],1,2,1,1, ARITHMETIC,1,50,16.1433440826,14.8675288264,1,50,16.1433440826,14.8675288264,3.0343
22_03d5p,selectivity,selectivity,"ascending width for SCF selectivity (males, 2005+)", param_init_bounded_number,pS2[12],1,2,1,1, ARITHMETIC,1,50,14.7121972575,14.1041719718,1,50,14.7121972575,14.1041719718,0.61434
22_03d5p,selectivity,selectivity,"slope for SCF selectivity (females, pre-1997)", param_init_bounded_number,pS2[13],1,2,1,1, ARITHMETIC,0.05,0.5,0.137089528407,0.191455380662,0.05,0.5,0.137089528407,0.191455380662,0.074322
22_03d5p,selectivity,selectivity,"slope for SCF selectivity (females, 1997-2004)", param_init_bounded_number,pS2[14],1,2,1,1, ARITHMETIC,0.05,0.5,0.317115557478,0.405116245331,0.05,0.5,0.317115557478,0.405116245331,0.3185
22_03d5p,selectivity,selectivity,"slope for SCF selectivity (females, 2005+)", param_init_bounded_number,pS2[15],1,2,1,1, ARITHMETIC,0.05,0.5,0.0988217968512,0.128606306434,0.05,0.5,0.0988217968512,0.128606306434,0.034938
22_03d5p,selectivity,selectivity,"slope for GF.AllGear selectivity (males, pre-1987)", param_init_bounded_number,pS2[16],1,2,1,1, ARITHMETIC,0.01,0.5,0.0894261822044,0.0930352295259,0.01,0.5,0.0894261822044,0.0930352295259,0.010117
22_03d5p,selectivity,selectivity,"slope for GF.AllGear selectivity (males, 1987-1996)", param_init_bounded_number,pS2[17],1,2,1,1, ARITHMETIC,0.01,0.5,0.0466805438974,0.0505263790177,0.01,0.5,0.0466805438974,0.0505263790177,0.0087284
22_03d5p,selectivity,selectivity,"slope for GF.AllGear selectivity (males, 1997+)", param_init_bounded_number,pS2[18],1,2,1,1, ARITHMETIC,0.01,0.5,0.0605785325016,0.0630913103856,0.01,0.5,0.0605785325016,0.0630913103856,0.0025744
22_03d5p,selectivity,selectivity,"slope for GF.AllGear selectivity (females, pre-1987)", param_init_bounded_number,pS2[19],1,2,1,1, ARITHMETIC,0.01,0.5,0.134276627127,0.139982056915,0.01,0.5,0.134276627127,0.139982056915,0.018413
22_03d5p,selectivity,selectivity,"slope for GF.AllGear selectivity (females, 1987-1996)", param_init_bounded_number,pS2[20],1,2,1,1, ARITHMETIC,0.01,0.5,0.156316917111,0.171804644498,0.01,0.5,0.156316917111,0.171804644498,0.042693
22_03d5p,selectivity,selectivity,"slope for GF.AllGear selectivity (females, 1997+)", param_init_bounded_number,pS2[21],1,2,1,1, ARITHMETIC,0.01,0.5,0.067735377658,0.0713868084661,0.01,0.5,0.067735377658,0.0713868084661,0.0045034
22_03d5p,selectivity,selectivity,"width for RKF selectivity (males, pre-1997)", param_init_bounded_number,pS2[22],1,3,1,1, ARITHMETIC,5,100,19.7347816213,19.084624262,5,100,19.7347816213,19.084624262,0.78385
22_03d5p,selectivity,selectivity,"width for RKF selectivity (males, 1997-2004)", param_init_bounded_number,pS2[23],1,3,1,1, ARITHMETIC,5,100,27.7065990038,26.9095188045,5,100,27.7065990038,26.9095188045,2.0458
22_03d5p,selectivity,selectivity,"width for RKF selectivity (males, 2005+)", param_init_bounded_number,pS2[24],1,3,1,1, ARITHMETIC,5,100,27.2047692022,26.3387944401,5,100,27.2047692022,26.3387944401,0.90051
22_03d5p,selectivity,selectivity,"width for RKF selectivity (males, pre-1997)", param_init_bounded_number,pS2[25],1,3,1,1, ARITHMETIC,5,100,17.9511625276,17.0665166114,5,100,17.9511625276,17.0665166114,2.2381
22_03d5p,selectivity,selectivity,"width for RKF selectivity (males, 1997-2004)", param_init_bounded_number,pS2[26],1,3,1,1, ARITHMETIC,5,100,18.7924455424,16.5069335937,5,100,18.7924455424,16.5069335937,12.843
22_03d5p,selectivity,selectivity,"width for RKF selectivity (males, 2005+)", param_init_bounded_number,pS2[27],1,3,1,1, ARITHMETIC,5,100,17.8732941731,15.9990141339,5,100,17.8732941731,15.9990141339,7.0172
22_03d5p,selectivity,selectivity,slope for TCF retention (2005-2009), param_init_bounded_number,pS2[28],1,-1,1,1, ARITHMETIC,0.2,2,1.99,1.99,0.2,2,1.99,1.99,NA
22_03d5p,selectivity,selectivity,slope for TCF retention (2013+), param_init_bounded_number,pS2[29],1,1,1,1, ARITHMETIC,0.2,2,0.331218239119,0.449300080853,0.2,2,0.331218239119,0.449300080853,0.070304
22_03d5p,selectivity,selectivity,"scaled increment for descending z-at-1 for SCF selectivity (males, pre-1997)", param_init_bounded_number,pS3[1],1,-2,1,1, ARITHMETIC,0,1,0.001,0.001,0,1,0.001,0.001,NA
22_03d5p,selectivity,selectivity,"scaled increment for descending z-at-1 for SCF selectivity (males, 1997-2004)", param_init_bounded_number,pS3[2],1,-2,1,1, ARITHMETIC,0,1,0.001,0.001,0,1,0.001,0.001,NA
22_03d5p,selectivity,selectivity,"scaled increment for descending z-at-1 for SCF selectivity (males, 2005+)", param_init_bounded_number,pS3[3],1,-2,1,1, ARITHMETIC,0,1,0.001,0.001,0,1,0.001,0.001,NA
22_03d5p,selectivity,selectivity,"descending width for SCF selectivity (males, pre-1997)", param_init_bounded_number,pS4[1],1,-2,1,1, ARITHMETIC,1,30,1.1,1.1,1,30,1.1,1.1,NA
22_03d5p,selectivity,selectivity,"descending width for SCF selectivity (males, 1997-2004)", param_init_bounded_number,pS4[2],1,2,1,1, ARITHMETIC,1,30,19.8192283125,18.6940676309,1,30,19.8192283125,18.6940676309,7.6235
22_03d5p,selectivity,selectivity,"descending width for SCF selectivity (males, 2005+)", param_init_bounded_number,pS4[3],1,2,1,1, ARITHMETIC,1,30,13.1689990642,13.0622012834,1,30,13.1689990642,13.0622012834,1.1131
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,1,2,1,20, ARITHMETIC,-0.5,0.5,0.113775311581,0.11825952721,-0.5,0.5,0.113775311581,0.11825952721,0.014219
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,2,2,1,20, ARITHMETIC,-0.5,0.5,0.091580304866,0.0940589156397,-0.5,0.5,0.091580304866,0.0940589156397,0.013887
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,3,2,1,20, ARITHMETIC,-0.5,0.5,0.129718924051,0.133143008372,-0.5,0.5,0.129718924051,0.133143008372,0.012995
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,4,2,1,20, ARITHMETIC,-0.5,0.5,0.13052222999,0.136750392511,-0.5,0.5,0.13052222999,0.136750392511,0.018021
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,5,2,1,20, ARITHMETIC,-0.5,0.5,0.105774210035,0.114064207055,-0.5,0.5,0.105774210035,0.114064207055,0.021151
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,6,2,1,20, ARITHMETIC,-0.5,0.5,0.206879729686,0.208916887152,-0.5,0.5,0.206879729686,0.208916887152,0.020215
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,7,2,1,20, ARITHMETIC,-0.5,0.5,-0.027816918023,-0.0287217367676,-0.5,0.5,-0.027816918023,-0.0287217367676,0.013502
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,8,2,1,20, ARITHMETIC,-0.5,0.5,-0.0121838250238,-0.0109005625673,-0.5,0.5,-0.0121838250238,-0.0109005625673,0.013352
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,9,2,1,20, ARITHMETIC,-0.5,0.5,-0.0786269605456,-0.0803775815153,-0.5,0.5,-0.0786269605456,-0.0803775815153,0.01297
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,10,2,1,20, ARITHMETIC,-0.5,0.5,0.0383618817762,0.0382302107398,-0.5,0.5,0.0383618817762,0.0382302107398,0.011035
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,11,2,1,20, ARITHMETIC,-0.5,0.5,0.154770948441,0.155821742042,-0.5,0.5,0.154770948441,0.155821742042,0.011188
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,12,2,1,20, ARITHMETIC,-0.5,0.5,-0.00700434944659,-0.00788566918168,-0.5,0.5,-0.00700434944659,-0.00788566918168,0.013671
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,13,2,1,20, ARITHMETIC,-0.5,0.5,-0.060336725829,-0.0623908435129,-0.5,0.5,-0.060336725829,-0.0623908435129,0.01177
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,14,2,1,20, ARITHMETIC,-0.5,0.5,-0.0950393351986,-0.0981673124392,-0.5,0.5,-0.0950393351986,-0.0981673124392,0.01344
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,15,2,1,20, ARITHMETIC,-0.5,0.5,-0.0624690108154,-0.0655774966347,-0.5,0.5,-0.0624690108154,-0.0655774966347,0.015349
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,16,2,1,20, ARITHMETIC,-0.5,0.5,-0.108441584091,-0.112501779365,-0.5,0.5,-0.108441584091,-0.112501779365,0.013945
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,17,2,1,20, ARITHMETIC,-0.5,0.5,-0.16016875989,-0.164494014638,-0.5,0.5,-0.16016875989,-0.164494014638,0.015885
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,18,2,1,20, ARITHMETIC,-0.5,0.5,-0.147243533049,-0.150660671243,-0.5,0.5,-0.147243533049,-0.150660671243,0.013955
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,19,2,1,20, ARITHMETIC,-0.5,0.5,-0.132473682245,-0.135342215703,-0.5,0.5,-0.132473682245,-0.135342215703,0.012601
22_03d5p,selectivity,selectivity,"ln(z50 devs) for TCF selectivity (males, 1991+)", param_init_bounded_dev_vector,pDevsS1,20,2,1,20, ARITHMETIC,-0.5,0.5,-0.079482075296,-0.0821676448008,-0.5,0.5,-0.079482075296,-0.0821676448008,0.012485
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,1,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,2,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,3,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,4,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,5,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,6,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,7,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,8,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,9,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,10,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,11,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,12,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,13,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,14,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,15,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,16,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,17,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,18,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,19,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,20,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,21,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,22,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,23,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,24,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,25,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,26,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,27,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,28,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,29,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,30,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,31,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2013)", param_init_bounded_vector,pvNPSel,32,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,1,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,2,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,3,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,4,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,5,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,6,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,7,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,8,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,9,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,10,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,11,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,12,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,13,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,14,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,15,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,16,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,17,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,18,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,19,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
22_03d5p,selectivity,selectivity,"BSFRF availability (males, 2014)", param_init_bounded_vector,pvNPSel,20,-1,1,32, ARITHMETIC,-15,15,0,0,-15,15,0,0,NA
